position,number,driver,constructor,Q1,Q2,Q3
1,3,Daniel Ricciardo,Red Bull,1:14.912,1:14.357,1:13.622
2,6,Nico Rosberg,Mercedes,1:14.873,1:14.043,1:13.791
3,44,Lewis Hamilton,Mercedes,1:14.826,1:14.056,1:13.942
4,5,Sebastian Vettel,Ferrari,1:14.610,1:14.318,1:14.552
5,27,Nico Hülkenberg,Force India,1:15.333,1:14.989,1:14.726
6,7,Kimi Räikkönen,Ferrari,1:15.499,1:14.789,1:14.732
7,55,Carlos Sainz,Toro Rosso,1:15.467,1:14.805,1:14.749
8,11,Sergio Pérez,Force India,1:15.328,1:14.937,1:14.902
9,26,Daniil Kvyat,Toro Rosso,1:15.384,1:14.794,1:15.273
10,14,Fernando Alonso,McLaren,1:15.504,1:15.107,1:15.363
11,77,Valtteri Bottas,Williams,1:15.521,1:15.273,
12,21,Esteban Gutiérrez,Haas F1 Team,1:15.592,1:15.293,
13,22,Jenson Button,McLaren,1:15.554,1:15.352,
14,19,Felipe Massa,Williams,1:15.710,1:15.385,
15,8,Romain Grosjean,Haas F1 Team,1:15.465,1:15.571,
16,20,Kevin Magnussen,Renault,1:16.253,1:16.058,
17,9,Marcus Ericsson,Sauber,1:16.299,,
18,30,Jolyon Palmer,Renault,1:16.586,,
19,88,Rio Haryanto,Manor Marussia,1:17.295,,
20,94,Pascal Wehrlein,Manor Marussia,1:17.452,,
21,33,Max Verstappen,Red Bull,1:22.467,,
22,12,Felipe Nasr,Sauber,,,
