position,number,driver,constructor,Q1,Q2,Q3
1,23,Heikki Kovalainen,McLaren,1:19.957,1:19.597,1:21.049
2,10,Mark Webber,Red Bull,1:20.982,1:19.710,1:21.554
3,1,Kimi Räikkönen,Ferrari,1:20.370,1:19.971,1:21.706
4,22,Lewis Hamilton,McLaren,1:20.288,1:19.537,1:21.835
5,3,Nick Heidfeld,BMW Sauber,1:21.022,1:19.802,1:21.873
6,5,Fernando Alonso,Renault,1:20.998,1:19.992,1:22.029
7,6,Nelson Piquet Jr.,Renault,1:20.818,1:20.115,1:22.491
8,15,Sebastian Vettel,Toro Rosso,1:20.318,1:20.109,1:23.251
9,2,Felipe Massa,Ferrari,1:20.676,1:20.086,1:23.305
10,4,Robert Kubica,BMW Sauber,1:20.444,1:19.788,
11,9,David Coulthard,Red Bull,1:21.224,1:20.174,
12,12,Timo Glock,Toyota,1:20.893,1:20.274,
13,14,Sébastien Bourdais,Toro Rosso,1:20.584,1:20.531,
14,11,Jarno Trulli,Toyota,1:21.145,1:20.601,
15,8,Kazuki Nakajima,Williams,1:21.407,1:21.112,
16,17,Rubens Barrichello,Honda,1:21.512,,
17,16,Jenson Button,Honda,1:21.631,,
18,7,Nico Rosberg,Williams,1:21.668,,
19,20,Adrian Sutil,Force India,1:21.786,,
20,21,Giancarlo Fisichella,Force India,1:21.885,,
