position,number,driver,constructor,laps,grid,status,points
1,3,Daniel Ricciardo,Red Bull,51,10,Finished,25
2,77,Valtteri Bottas,Mercedes,51,2,Finished,18
3,18,Lance Stroll,Williams,51,8,Finished,15
4,5,Sebastian Vettel,Ferrari,51,4,Finished,12
5,44,Lewis Hamilton,Mercedes,51,1,Finished,10
6,31,Esteban Ocon,Force India,51,7,Finished,8
7,20,Kevin Magnussen,Haas F1 Team,51,12,Finished,6
8,55,Carlos Sainz,Toro Rosso,51,15,Finished,4
9,14,Fernando Alonso,McLaren,51,19,Finished,2
10,94,Pascal Wehrlein,Sauber,51,14,Finished,1
11,9,Marcus Ericsson,Sauber,51,17,Finished,0
12,2,Stoffel Vandoorne,McLaren,51,18,Finished,0
13,8,Romain Grosjean,Haas F1 Team,50,16,+1 Lap,0
14,7,Kimi Räikkönen,Ferrari,46,3,Water pressure,0
15,11,Sergio Pérez,Force India,39,6,Seat,0
16,19,Felipe Massa,Williams,25,9,Suspension,0
17,27,Nico Hülkenberg,Renault,24,13,Accident,0
18,33,Max Verstappen,Red Bull,12,5,Oil pressure,0
19,26,Daniil Kvyat,Toro Rosso,9,11,Battery,0
20,30,Jolyon Palmer,Renault,7,20,Power Unit,0
