position,number,driver,constructor,laps,grid,status,points
1,5,Emerson Fittipaldi,Team Lotus,90,3,Finished,9
2,4,Jacky Ickx,Ferrari,90,1,Finished,6
3,6,Clay Regazzoni,Ferrari,89,8,+1 Lap,4
4,26,Andrea de Adamich,Surtees,89,13,+1 Lap,3
5,20,Peter Revson,McLaren,89,11,+1 Lap,2
6,29,Carlos Pace,March,89,16,+1 Lap,1
7,22,Wilson Fittipaldi,Brabham,88,14,+2 Laps,0
8,12,Tim Schenken,Surtees,88,18,+2 Laps,0
9,21,David Walker,Team Lotus,87,24,+3 Laps,0
10,18,Graham Hill,Brabham,86,23,+4 Laps,0
11,14,Henri Pescarolo,March,86,19,+4 Laps,0
12,1,Jackie Stewart,Tyrrell,69,4,Accident,0
13,9,Chris Amon,Matra,66,6,Gearbox,0
14,3,François Cevert,Tyrrell,65,12,Ignition,0
15,8,Peter Gethin,BRM,65,21,Engine,0
16,11,Denny Hulme,McLaren,48,2,Gearbox,0
17,25,Howden Ganley,BRM,38,20,Engine,0
18,10,Reine Wisell,BRM,24,10,Accident,0
19,7,Mario Andretti,Ferrari,23,5,Oil pressure,0
20,15,Mike Hailwood,Surtees,20,15,Electrical,0
21,2,Ronnie Peterson,March,16,9,Fuel leak,0
22,16,Rolf Stommelen,March,15,17,Accident,0
23,19,Jean-Pierre Beltoise,BRM,9,7,Gearbox,0
24,24,Niki Lauda,March,7,25,Differential,0
25,28,Alex Soler-Roig,BRM,6,22,Accident,0
26,23,Mike Beuttler,March,0,0,Did not qualify,0
