Position,Driver,Constructor,Points,Wins
1,Jim Clark,Lotus-Climax,45,5
2,Graham Hill,BRM,26,1
3,Jackie Stewart,BRM,25,0
4,John Surtees,Ferrari,17,0
5,Bruce McLaren,Cooper-Climax,8,0
6,Lorenzo Bandini,Ferrari,6,0
7,Mike Spence,Lotus-Climax,6,0
8,Dan Gurney,Brabham-Climax,5,0
9,Denny Hulme,Brabham-Climax,5,0
10,Jack Brabham,Brabham-Climax,3,0
11,Jo Siffert,Brabham-BRM,2,0
12,Richie Ginther,Honda,2,0
13,Jo Bonnier,Brabham-Climax,0,0
14,Frank Gardner,Brabham-BRM,0,0
15,Bob Anderson,Brabham-Climax,0,0
16,Paul Hawkins,Brabham-Ford,0,0
17,Innes Ireland,Lotus-BRM,0,0
18,Peter de Klerk,Alfa Romeo,0,0
19,Jochen Rindt,Cooper-Climax,0,0
20,Tony Maggs,Lotus-BRM,0,0
21,Ian Raby,Brabham-BRM,0,0
22,Richard Attwood,Lotus-BRM,0,0
23,Masten Gregory,BRM,0,0
24,Lucien Bianchi,BRM,0,0
25,Sam Tingle,LDS-Alfa Romeo,0,0
26,David Prophet,Brabham-Ford,0,0
27,Chris Amon,Lotus-BRM,0,0
28,Ronnie Bucknum,Honda,0,0
29,Mike Hailwood,Lotus-BRM,0,0
30,John Rhodes,Cooper-Climax,0,0
