position,number,driver,constructor,Q1,Q2,Q3
1,10,Lewis Hamilton,Mercedes,1:20.363,1:19.862,1:19.388
2,1,Sebastian Vettel,Red Bull,1:20.646,1:19.992,1:19.426
3,8,Romain Grosjean,Lotus F1,1:20.447,1:20.101,1:19.595
4,9,Nico Rosberg,Mercedes,1:20.350,1:19.778,1:19.720
5,3,Fernando Alonso,Ferrari,1:20.652,1:20.183,1:19.791
6,7,Kimi Räikkönen,Lotus F1,1:20.867,1:20.243,1:19.851
7,4,Felipe Massa,Ferrari,1:21.004,1:20.460,1:19.929
8,19,Daniel Ricciardo,Toro Rosso,1:21.181,1:20.527,1:20.641
9,6,Sergio Pérez,McLaren,1:21.612,1:20.545,1:22.398
10,2,Mark Webber,Red Bull,1:21.264,1:20.503,
11,15,Adrian Sutil,Force India,1:21.471,1:20.569,
12,11,Nico Hülkenberg,Sauber,1:21.028,1:20.580,
13,5,Jenson Button,McLaren,1:21.131,1:20.777,
14,18,Jean-Éric Vergne,Toro Rosso,1:21.345,1:21.029,
15,16,Pastor Maldonado,Williams,1:20.816,1:21.133,
16,17,Valtteri Bottas,Williams,1:21.135,1:21.219,
17,12,Esteban Gutiérrez,Sauber,1:21.724,,
18,14,Paul di Resta,Force India,1:22.043,,
19,20,Charles Pic,Caterham,1:23.007,,
20,21,Giedo van der Garde,Caterham,1:23.333,,
21,22,Jules Bianchi,Marussia,1:23.787,,
22,23,Max Chilton,Marussia,1:23.997,,
