position,number,driver,constructor,Q1,Q2,Q3
1,1,Michael Schumacher,Ferrari,1:31.317,,
2,2,Rubens Barrichello,Ferrari,1:31.749,,
3,3,David Coulthard,McLaren,1:32.088,,
4,4,Kimi Räikkönen,McLaren,1:32.197,,
5,5,Ralf Schumacher,Williams,1:32.444,,
6,6,Juan Pablo Montoya,Williams,1:32.507,,
7,10,Takuma Sato,Jordan,1:33.090,,
8,9,Giancarlo Fisichella,Jordan,1:33.276,,
9,11,Jacques Villeneuve,BAR,1:33.349,,
10,15,Jenson Button,Renault,1:33.429,,
11,14,Jarno Trulli,Renault,1:33.547,,
12,7,Nick Heidfeld,Sauber,1:33.553,,
13,24,Mika Salo,Toyota,1:33.742,,
14,16,Eddie Irvine,Jaguar,1:33.915,,
15,8,Felipe Massa,Sauber,1:33.979,,
16,12,Olivier Panis,BAR,1:34.192,,
17,17,Pedro de la Rosa,Jaguar,1:34.227,,
18,25,Allan McNish,Toyota,1:35.191,,
19,23,Mark Webber,Minardi,1:35.958,,
20,22,Alex Yoong,Minardi,1:36.267,,
