position,number,driver,constructor,Q1,Q2,Q3
1,6,David Coulthard,Williams,1:18.738,,
2,5,Damon Hill,Williams,1:18.972,,
3,1,Michael Schumacher,Benetton,1:19.150,,
4,28,Gerhard Berger,Ferrari,1:19.821,,
5,15,Eddie Irvine,Jordan,1:20.488,,
6,27,Jean Alesi,Ferrari,1:20.510,,
7,2,Johnny Herbert,Benetton,1:20.653,,
8,30,Heinz-Harald Frentzen,Sauber,1:20.749,,
9,8,Mika Häkkinen,McLaren,1:20.866,,
10,7,Mark Blundell,McLaren,1:20.909,,
11,14,Rubens Barrichello,Jordan,1:21.211,,
12,25,Martin Brundle,Ligier,1:21.541,,
13,29,Jean-Christophe Boullion,Sauber,1:22.059,,
14,26,Olivier Panis,Ligier,1:22.062,,
15,4,Mika Salo,Tyrrell,1:23.058,,
16,23,Pedro Lamy,Minardi,1:23.328,,
17,9,Massimiliano Papis,Footwork,1:23.689,,
18,24,Luca Badoer,Minardi,1:23.760,,
19,3,Gabriele Tarquini,Tyrrell,1:24.286,,
20,17,Andrea Montermini,Pacific,1:24.696,,
21,10,Taki Inoue,Footwork,1:24.900,,
22,21,Pedro Diniz,Forti,1:25.157,,
23,22,Roberto Moreno,Forti,1:26.098,,
24,16,Jean-Denis Délétraz,Pacific,1:27.853,,
