Position,Driver,Constructor,Points,Wins
1,Jack Brabham,Brabham-Repco,12,1
2,Lorenzo Bandini,Ferrari,10,0
3,Jackie Stewart,BRM,9,1
4,John Surtees,Ferrari,9,1
5,Jochen Rindt,Cooper-Maserati,9,0
6,Mike Parkes,Ferrari,6,0
7,Graham Hill,BRM,4,0
8,Denny Hulme,Brabham-Climax,4,0
9,Bob Bondurant,BRM,3,0
10,Richie Ginther,Cooper-Maserati,2,0
11,Dan Gurney,Eagle-Climax,2,0
12,John Taylor,Brabham-BRM,1,0
13,Bob Anderson,Brabham-Climax,0,0
14,Chris Amon,Cooper-Maserati,0,0
15,Guy Ligier,Cooper-Maserati,0,0
16,Jo Bonnier,Cooper-Maserati,0,0
17,Jim Clark,Lotus-Climax,0,0
18,Mike Spence,Lotus-BRM,0,0
19,Jo Siffert,Brabham-BRM,0,0
20,Pedro Rodríguez,Lotus-Climax,0,0
21,Bruce McLaren,McLaren-Ford,0,0
22,Peter Arundell,Lotus-BRM,0,0
23,Vic Wilson,BRM,0,0
