position,number,driver,constructor,Q1,Q2,Q3
1,5,Fernando Alonso,Renault,1:14.412,,
2,16,Jarno Trulli,Toyota,1:14.521,,
3,9,Kimi Räikkönen,McLaren,1:14.559,,
4,1,Michael Schumacher,Ferrari,1:14.572,,
5,4,Takuma Sato,BAR,1:14.655,,
6,2,Rubens Barrichello,Ferrari,1:14.832,,
7,6,Giancarlo Fisichella,Renault,1:14.887,,
8,3,Jenson Button,BAR,1:15.051,,
9,10,Juan Pablo Montoya,McLaren,1:15.406,,
10,12,Felipe Massa,Sauber,1:15.566,,
11,11,Jacques Villeneuve,Sauber,1:15.699,,
12,17,Ralf Schumacher,Toyota,1:15.771,,
13,7,Mark Webber,Williams,1:15.885,,
14,8,Nick Heidfeld,Williams,1:16.207,,
15,14,David Coulthard,Red Bull,1:16.434,,
16,15,Christian Klien,Red Bull,1:16.547,,
17,19,Narain Karthikeyan,Jordan,1:17.857,,
18,20,Patrick Friesacher,Minardi,1:17.960,,
19,18,Tiago Monteiro,Jordan,1:18.047,,
20,21,Christijan Albers,Minardi,1:18.335,,
