Position,Driver,Constructor,Points,Wins
1,Jackie Stewart,March,13,1
2,Jack Brabham,Brabham,9,1
3,Denny Hulme,McLaren-Ford,6,0
4,Bruce McLaren,McLaren-Ford,6,0
5,Mario Andretti,March,4,0
6,Graham Hill,Team Lotus,4,0
7,Jean-Pierre Beltoise,Matra,3,0
8,Johnny Servoz-Gavin,March,2,0
9,John Miles,Team Lotus,2,0
10,Henri Pescarolo,Matra,0,0
11,John Love,Team Lotus,0,0
12,Pedro Rodríguez,BRM,0,0
13,Jo Siffert,March,0,0
14,Peter de Klerk,Brabham,0,0
15,Dave Charlton,Team Lotus,0,0
16,Jochen Rindt,Team Lotus,0,0
17,John Surtees,McLaren-Ford,0,0
18,Rolf Stommelen,Brabham,0,0
19,Chris Amon,March,0,0
20,Jacky Ickx,Ferrari,0,0
21,George Eaton,BRM,0,0
22,Jackie Oliver,BRM,0,0
23,Piers Courage,De Tomaso,0,0
24,Andrea de Adamich,McLaren-Alfa Romeo,0,0
25,Alex Soler-Roig,Team Lotus,0,0
