Position,Driver,Constructor,Points,Wins
1,René Arnoux,Renault,18,2
2,Alan Jones,Williams,13,1
3,Nelson Piquet,Brabham,9,0
4,Didier Pironi,Ligier,7,0
5,Jacques Laffite,Ligier,6,0
6,Elio de Angelis,Team Lotus,6,0
7,Keke Rosberg,Fittipaldi,4,0
8,Derek Daly,Tyrrell,3,0
9,Alain Prost,McLaren,3,0
10,Bruno Giacomelli,Alfa Romeo,2,0
11,Carlos Reutemann,Williams,2,0
12,Jochen Mass,Arrows,1,0
13,Riccardo Patrese,Arrows,1,0
14,Ricardo Zunino,Brabham,0,0
15,Jean-Pierre Jarier,Tyrrell,0,0
16,Marc Surer,ATS,0,0
17,Emerson Fittipaldi,Fittipaldi,0,0
18,Clay Regazzoni,Ensign,0,0
19,John Watson,McLaren,0,0
20,Mario Andretti,Team Lotus,0,0
21,Geoff Lees,Shadow,0,0
22,Gilles Villeneuve,Ferrari,0,0
23,Patrick Depailler,Alfa Romeo,0,0
24,Jody Scheckter,Ferrari,0,0
25,Jean-Pierre Jabouille,Renault,0,0
26,Eddie Cheever,Osella,0,0
27,Dave Kennedy,Shadow,0,0
28,Jan Lammers,ATS,0,0
29,Stefan Johansson,Shadow,0,0
