position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:30.609,1:29.520,1:28.319
2,77,Valtteri Bottas,Mercedes,1:30.550,1:29.437,1:28.605
3,16,Charles Leclerc,Ferrari,1:30.647,1:29.699,1:28.965
4,33,Max Verstappen,Red Bull,1:31.327,1:30.099,1:29.409
5,4,Lando Norris,McLaren,1:30.989,1:30.019,1:29.418
6,55,Carlos Sainz,McLaren,1:31.073,1:30.319,1:29.522
7,5,Sebastian Vettel,Ferrari,1:31.075,1:29.506,1:29.799
8,3,Daniel Ricciardo,Renault,1:30.954,1:30.369,1:29.918
9,10,Pierre Gasly,Red Bull,1:31.152,1:30.421,1:30.184
10,99,Antonio Giovinazzi,Alfa Romeo,1:31.180,1:30.408,1:33.420
11,23,Alexander Albon,Toro Rosso,1:31.445,1:30.461,
12,7,Kimi Räikkönen,Alfa Romeo,1:30.972,1:30.533,
13,27,Nico Hülkenberg,Renault,1:30.865,1:30.544,
14,11,Sergio Pérez,Racing Point,1:30.964,1:30.738,
15,20,Kevin Magnussen,Haas F1 Team,1:31.166,1:31.440,
16,26,Daniil Kvyat,Toro Rosso,1:31.564,,
17,8,Romain Grosjean,Haas F1 Team,1:31.626,,
18,18,Lance Stroll,Racing Point,1:31.726,,
19,63,George Russell,Williams,1:32.789,,
20,88,Robert Kubica,Williams,1:33.205,,
