position,number,driver,constructor,Q1,Q2,Q3
1,9,Kimi Räikkönen,McLaren,1:13.644,1:16.681,
2,5,Fernando Alonso,Renault,1:14.125,1:16.281,
3,7,Mark Webber,Williams,1:14.584,1:17.072,
4,6,Giancarlo Fisichella,Renault,1:14.783,1:17.317,
5,16,Jarno Trulli,Toyota,1:15.189,1:17.401,
6,8,Nick Heidfeld,Williams,1:15.128,1:17.755,
7,14,David Coulthard,Red Bull,1:15.329,1:18.538,
8,1,Michael Schumacher,Ferrari,1:16.186,1:18.550,
9,11,Jacques Villeneuve,Sauber,1:15.921,1:19.015,
10,2,Rubens Barrichello,Ferrari,1:16.142,1:18.841,
11,12,Felipe Massa,Sauber,1:16.218,1:18.902,
12,15,Vitantonio Liuzzi,Red Bull,1:16.817,1:20.335,
13,20,Patrick Friesacher,Minardi,1:18.574,1:22.236,
14,21,Christijan Albers,Minardi,1:19.229,1:22.977,
15,18,Tiago Monteiro,Jordan,1:19.408,1:23.670,
16,10,Juan Pablo Montoya,McLaren,1:14.858,,
17,19,Narain Karthikeyan,Jordan,1:19.474,1:23.948,
18,17,Ralf Schumacher,Toyota,,,
