position,number,driver,constructor,Q1,Q2,Q3
1,2,Ayrton Senna,Williams,1:15.962,,
2,5,Michael Schumacher,Benetton,1:16.290,,
3,27,Jean Alesi,Ferrari,1:17.385,,
4,0,Damon Hill,Williams,1:17.554,,
5,30,Heinz-Harald Frentzen,Sauber,1:17.806,,
6,10,Gianni Morbidelli,Footwork,1:17.866,,
7,29,Karl Wendlinger,Sauber,1:17.927,,
8,7,Mika Häkkinen,McLaren,1:18.122,,
9,6,Jos Verstappen,Benetton,1:18.183,,
10,3,Ukyo Katayama,Tyrrell,1:18.194,,
11,9,Christian Fittipaldi,Footwork,1:18.204,,
12,4,Mark Blundell,Tyrrell,1:18.246,,
13,20,Érik Comas,Larrousse,1:18.321,,
14,14,Rubens Barrichello,Jordan,1:18.414,,
15,23,Pierluigi Martini,Minardi,1:18.659,,
16,15,Eddie Irvine,Jordan,1:18.751,,
17,28,Gerhard Berger,Ferrari,1:18.855,,
18,8,Martin Brundle,McLaren,1:18.864,,
19,26,Olivier Panis,Ligier,1:19.304,,
20,25,Éric Bernard,Ligier,1:19.398,,
21,12,Johnny Herbert,Team Lotus,1:19.483,,
22,24,Michele Alboreto,Minardi,1:19.517,,
23,19,Olivier Beretta,Larrousse,1:19.524,,
24,11,Pedro Lamy,Team Lotus,1:19.975,,
25,34,Bertrand Gachot,Pacific,1:20.729,,
26,31,David Brabham,Simtek,1:21.186,,
