Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,216,6
2,Mark Webber,Red Bull,139,0
3,Lewis Hamilton,McLaren,134,2
4,Fernando Alonso,Ferrari,130,1
5,Jenson Button,McLaren,109,1
6,Felipe Massa,Ferrari,62,0
7,Nico Rosberg,Mercedes,46,0
8,Nick Heidfeld,Renault,34,0
9,Vitaly Petrov,Renault,32,0
10,Michael Schumacher,Mercedes,32,0
11,Kamui Kobayashi,Sauber,27,0
12,Adrian Sutil,Force India,18,0
13,Jaime Alguersuari,Toro Rosso,9,0
14,Sergio Pérez,Sauber,8,0
15,Sébastien Buemi,Toro Rosso,8,0
16,Rubens Barrichello,Williams,4,0
17,Paul di Resta,Force India,2,0
18,Pedro de la Rosa,Sauber,0,0
19,Jarno Trulli,Lotus,0,0
20,Vitantonio Liuzzi,HRT,0,0
21,Pastor Maldonado,Williams,0,0
22,Jérôme d'Ambrosio,Virgin,0,0
23,Heikki Kovalainen,Lotus,0,0
24,Timo Glock,Virgin,0,0
25,Narain Karthikeyan,HRT,0,0
26,Daniel Ricciardo,HRT,0,0
27,Karun Chandhok,Lotus,0,0
