position,number,driver,constructor,Q1,Q2,Q3
1,2,Rubens Barrichello,Ferrari,1:10.223,,
2,1,Michael Schumacher,Ferrari,1:10.400,,
3,10,Takuma Sato,BAR,1:10.601,,
4,9,Jenson Button,BAR,1:10.820,,
5,3,Juan Pablo Montoya,Williams,1:11.062,,
6,4,Ralf Schumacher,Williams,1:11.106,,
7,6,Kimi Räikkönen,McLaren,1:11.137,,
8,17,Olivier Panis,Toyota,1:11.167,,
9,8,Fernando Alonso,Renault,1:11.185,,
10,14,Mark Webber,Jaguar,1:11.286,,
11,16,Cristiano da Matta,Toyota,1:11.691,,
12,5,David Coulthard,McLaren,1:12.026,,
13,15,Christian Klien,Jaguar,1:12.170,,
14,11,Giancarlo Fisichella,Sauber,1:12.470,,
15,12,Felipe Massa,Sauber,1:12.721,,
16,18,Nick Heidfeld,Jordan,1:13.147,,
17,19,Giorgio Pantano,Jordan,1:13.375,,
18,20,Gianmaria Bruni,Minardi,1:14.010,,
19,21,Zsolt Baumgartner,Minardi,1:14.812,,
20,7,Jarno Trulli,Renault,,,
