position,number,driver,constructor,laps,grid,status,points
1,22,Jenson Button,Brawn,66,1,Finished,10
2,23,Rubens Barrichello,Brawn,66,3,Finished,8
3,14,Mark Webber,Red Bull,66,5,Finished,6
4,15,Sebastian Vettel,Red Bull,66,2,Finished,5
5,7,Fernando Alonso,Renault,66,8,Finished,4
6,3,Felipe Massa,Ferrari,66,4,Finished,3
7,6,Nick Heidfeld,BMW Sauber,66,13,Finished,2
8,16,Nico Rosberg,Williams,66,9,Finished,1
9,1,Lewis Hamilton,McLaren,65,14,+1 Lap,0
10,10,Timo Glock,Toyota,65,6,+1 Lap,0
11,5,Robert Kubica,BMW Sauber,65,10,+1 Lap,0
12,8,Nelson Piquet Jr.,Renault,65,12,+1 Lap,0
13,17,Kazuki Nakajima,Williams,65,11,+1 Lap,0
14,21,Giancarlo Fisichella,Force India,65,20,+1 Lap,0
15,4,Kimi Räikkönen,Ferrari,17,16,Hydraulics,0
16,2,Heikki Kovalainen,McLaren,7,18,Gearbox,0
17,9,Jarno Trulli,Toyota,0,7,Collision,0
18,12,Sébastien Buemi,Toro Rosso,0,15,Collision,0
19,11,Sébastien Bourdais,Toro Rosso,0,17,Collision,0
20,20,Adrian Sutil,Force India,0,19,Collision,0
