position,number,driver,constructor,Q1,Q2,Q3
1,22,Jenson Button,Brawn,1:20.707,1:20.192,1:20.527
2,15,Sebastian Vettel,Red Bull,1:20.715,1:20.220,1:20.660
3,23,Rubens Barrichello,Brawn,1:20.808,1:19.954,1:20.762
4,3,Felipe Massa,Ferrari,1:20.484,1:20.149,1:20.934
5,14,Mark Webber,Red Bull,1:20.689,1:20.007,1:21.049
6,10,Timo Glock,Toyota,1:20.877,1:20.107,1:21.247
7,9,Jarno Trulli,Toyota,1:21.189,1:20.420,1:21.254
8,7,Fernando Alonso,Renault,1:21.186,1:20.509,1:21.392
9,16,Nico Rosberg,Williams,1:20.745,1:20.256,1:22.558
10,5,Robert Kubica,BMW Sauber,1:20.931,1:20.408,1:22.685
11,17,Kazuki Nakajima,Williams,1:20.818,1:20.531,
12,8,Nelson Piquet Jr.,Renault,1:21.128,1:20.604,
13,6,Nick Heidfeld,BMW Sauber,1:21.095,1:20.676,
14,1,Lewis Hamilton,McLaren,1:20.991,1:20.805,
15,12,Sébastien Buemi,Toro Rosso,1:21.033,1:21.067,
16,4,Kimi Räikkönen,Ferrari,1:21.291,,
17,11,Sébastien Bourdais,Toro Rosso,1:21.300,,
18,2,Heikki Kovalainen,McLaren,1:21.675,,
19,20,Adrian Sutil,Force India,1:21.742,,
20,21,Giancarlo Fisichella,Force India,1:22.204,,
