Position,Driver,Constructor,Points,Wins
1,Jim Clark,Lotus-Climax,36,4
2,Richie Ginther,BRM,14,0
3,Graham Hill,BRM,13,1
4,John Surtees,Ferrari,13,0
5,Dan Gurney,Brabham,12,0
6,Bruce McLaren,Cooper-Climax,10,0
7,Tony Maggs,Cooper-Climax,8,0
8,Innes Ireland,Lotus-BRM,3,0
9,Jack Brabham,Lotus-Climax,3,0
10,Jo Bonnier,Cooper-Climax,2,0
11,Lorenzo Bandini,BRM,2,0
12,Jo Siffert,Lotus-BRM,1,0
13,Jim Hall,Lotus-BRM,1,0
14,Carel Godin de Beaufort,Porsche,1,0
15,Trevor Taylor,Lotus-Climax,1,0
16,Ludovico Scarfiotti,Ferrari,1,0
17,Chris Amon,Lola,0,0
18,Maurice Trintignant,Lola,0,0
19,Tony Settember,Scirocco,0,0
20,Mike Hailwood,Lotus-Climax,0,0
21,Masten Gregory,Lotus-BRM,0,0
22,Bob Anderson,Lola,0,0
23,John Campbell-Jones,Lotus-BRM,0,0
24,Willy Mairesse,Ferrari,0,0
25,Lucien Bianchi,Lola,0,0
26,Phil Hill,ATS,0,0
27,Giancarlo Baghetti,ATS,0,0
28,Bernard Collomb,Lotus-Climax,0,0
29,Ian Raby,Gilby,0,0
30,Ian Burgess,Scirocco,0,0
