position,number,driver,constructor,laps,grid,status,points
1,2,Gerhard Berger,McLaren,69,4,Finished,10
2,19,Michael Schumacher,Benetton,69,5,Finished,6
3,27,Jean Alesi,Ferrari,69,8,Finished,4
4,16,Karl Wendlinger,March,68,12,+1 Lap,3
5,4,Andrea de Cesaris,Tyrrell,68,14,+1 Lap,2
6,26,Érik Comas,Ligier,68,22,+1 Lap,1
7,9,Michele Alboreto,Footwork,68,16,+1 Lap,0
8,22,Pierluigi Martini,Dallara,68,15,+1 Lap,0
9,21,Jyrki Järvilehto,Dallara,68,23,+1 Lap,0
10,25,Thierry Boutsen,Ligier,67,21,+2 Laps,0
11,24,Gianni Morbidelli,Minardi,67,13,+2 Laps,0
12,3,Olivier Grouillard,Tyrrell,67,26,+2 Laps,0
13,23,Christian Fittipaldi,Minardi,65,25,+4 Laps,0
14,17,Paul Belmondo,March,64,20,+5 Laps,0
15,30,Ukyo Katayama,Larrousse,61,11,Engine,0
16,20,Martin Brundle,Benetton,45,7,Transmission,0
17,6,Riccardo Patrese,Williams,43,2,Gearbox,0
18,1,Ayrton Senna,McLaren,37,1,Electrical,0
19,32,Stefano Modena,Jordan,36,17,Transmission,0
20,11,Mika Häkkinen,Team Lotus,35,10,Gearbox,0
21,12,Johnny Herbert,Team Lotus,34,6,Clutch,0
22,28,Ivan Capelli,Ferrari,18,9,Spun off,0
23,5,Nigel Mansell,Williams,14,3,Spun off,0
24,33,Maurício Gugelmin,Jordan,14,24,Transmission,0
25,29,Bertrand Gachot,Larrousse,14,19,Disqualified,0
26,15,Gabriele Tarquini,Fondmetal,0,18,Transmission,0
27,10,Aguri Suzuki,Footwork,0,0,Did not qualify,0
28,7,Eric van de Poele,Brabham,0,0,Did not qualify,0
29,14,Andrea Chiesa,Fondmetal,0,0,Did not qualify,0
30,8,Damon Hill,Brabham,0,0,Did not qualify,0
