position,number,driver,constructor,Q1,Q2,Q3
1,1,Mika Häkkinen,McLaren,1:30.462,,
2,2,David Coulthard,McLaren,1:30.946,,
3,3,Michael Schumacher,Ferrari,1:31.781,,
4,16,Rubens Barrichello,Stewart,1:32.148,,
5,8,Heinz-Harald Frentzen,Jordan,1:32.276,,
6,4,Eddie Irvine,Ferrari,1:32.289,,
7,9,Giancarlo Fisichella,Benetton,1:32.540,,
8,6,Ralf Schumacher,Williams,1:32.691,,
9,7,Damon Hill,Jordan,1:32.695,,
10,10,Alexander Wurz,Benetton,1:32.789,,
11,22,Jacques Villeneuve,BAR,1:32.888,,
12,19,Jarno Trulli,Prost,1:32.971,,
13,17,Johnny Herbert,Stewart,1:32.991,,
14,12,Pedro Diniz,Sauber,1:33.374,,
15,5,Alessandro Zanardi,Williams,1:33.549,,
16,11,Jean Alesi,Sauber,1:33.910,,
17,15,Toranosuke Takagi,Arrows,1:34.182,,
18,14,Pedro de la Rosa,Arrows,1:34.244,,
19,23,Ricardo Zonta,BAR,1:34.412,,
20,18,Olivier Panis,Prost,1:35.068,,
21,20,Luca Badoer,Minardi,1:35.316,,
22,21,Marc Gené,Minardi,1:37.013,,
