position,number,driver,constructor,Q1,Q2,Q3
1,77,Valtteri Bottas,Mercedes,1:31.041,1:29.555,1:28.769
2,44,Lewis Hamilton,Mercedes,1:30.814,1:29.535,1:28.792
3,5,Sebastian Vettel,Ferrari,1:31.037,1:29.596,1:29.247
4,3,Daniel Ricciardo,Red Bull,1:31.667,1:30.497,1:29.545
5,7,Kimi Räikkönen,Ferrari,1:30.988,1:29.843,1:29.567
6,33,Max Verstappen,Red Bull,1:30.904,1:30.307,1:29.687
7,27,Nico Hülkenberg,Renault,1:31.057,1:30.169,1:29.842
8,19,Felipe Massa,Williams,1:31.373,1:30.677,1:30.074
9,8,Romain Grosjean,Haas F1 Team,1:31.691,1:30.857,1:30.763
10,30,Jolyon Palmer,Renault,1:31.458,1:30.899,1:31.074
11,26,Daniil Kvyat,Toro Rosso,1:31.531,1:30.923,
12,18,Lance Stroll,Williams,1:31.748,1:31.168,
13,94,Pascal Wehrlein,Sauber,1:31.995,1:31.414,
14,31,Esteban Ocon,Force India,1:31.774,1:31.684,
15,14,Fernando Alonso,McLaren,1:32.054,,
16,55,Carlos Sainz,Toro Rosso,1:32.118,,
17,2,Stoffel Vandoorne,McLaren,1:32.313,,
18,11,Sergio Pérez,Force India,1:32.318,,
19,9,Marcus Ericsson,Sauber,1:32.543,,
20,20,Kevin Magnussen,Haas F1 Team,1:32.900,,
