position,number,driver,constructor,Q1,Q2,Q3
1,5,Michael Schumacher,Benetton,1:37.209,,
2,0,Damon Hill,Williams,1:37.696,,
3,30,Heinz-Harald Frentzen,Sauber,1:37.742,,
4,2,Nigel Mansell,Williams,1:37.768,,
5,6,Johnny Herbert,Benetton,1:37.828,,
6,15,Eddie Irvine,Jordan,1:37.880,,
7,27,Jean Alesi,Ferrari,1:37.907,,
8,7,Mika Häkkinen,McLaren,1:37.998,,
9,8,Martin Brundle,McLaren,1:38.076,,
10,14,Rubens Barrichello,Jordan,1:38.533,,
11,28,Gerhard Berger,Ferrari,1:38.570,,
12,10,Gianni Morbidelli,Footwork,1:39.030,,
13,4,Mark Blundell,Tyrrell,1:39.266,,
14,3,Ukyo Katayama,Tyrrell,1:39.462,,
15,29,Jyrki Järvilehto,Sauber,1:39.483,,
16,23,Pierluigi Martini,Minardi,1:39.548,,
17,12,Alessandro Zanardi,Team Lotus,1:39.721,,
18,9,Christian Fittipaldi,Footwork,1:39.868,,
19,26,Olivier Panis,Ligier,1:40.042,,
20,25,Franck Lagorce,Ligier,1:40.577,,
21,24,Michele Alboreto,Minardi,1:40.652,,
22,20,Érik Comas,Larrousse,1:40.978,,
23,19,Hideki Noda,Larrousse,1:40.990,,
24,31,David Brabham,Simtek,1:41.659,,
25,11,Mika Salo,Team Lotus,1:41.805,,
26,32,Taki Inoue,Simtek,1:45.004,,
