position,number,driver,constructor,Q1,Q2,Q3
1,5,Felipe Massa,Ferrari,1:32.443,1:31.359,1:32.652
2,2,Lewis Hamilton,McLaren,1:32.580,1:31.752,1:32.935
3,6,Kimi Räikkönen,Ferrari,1:33.161,1:31.812,1:33.131
4,1,Fernando Alonso,McLaren,1:33.049,1:32.214,1:33.192
5,9,Nick Heidfeld,BMW Sauber,1:33.164,1:32.154,1:33.404
6,10,Robert Kubica,BMW Sauber,1:33.348,1:32.292,1:33.710
7,3,Giancarlo Fisichella,Renault,1:33.556,1:32.889,1:34.056
8,15,Mark Webber,Red Bull,1:33.496,1:32.808,1:34.106
9,12,Jarno Trulli,Toyota,1:33.218,1:32.429,1:34.154
10,16,Nico Rosberg,Williams,1:33.349,1:32.815,1:34.399
11,17,Alexander Wurz,Williams,1:33.759,1:32.915,
12,4,Heikki Kovalainen,Renault,1:33.467,1:32.935,
13,23,Anthony Davidson,Super Aguri,1:33.299,1:33.082,
14,11,Ralf Schumacher,Toyota,1:33.923,1:33.294,
15,8,Rubens Barrichello,Honda,1:33.776,1:33.624,
16,7,Jenson Button,Honda,1:33.967,1:33.731,
17,22,Takuma Sato,Super Aguri,1:33.984,,
18,18,Vitantonio Liuzzi,Toro Rosso,1:34.024,,
19,19,Scott Speed,Toro Rosso,1:34.333,,
20,20,Adrian Sutil,Spyker,1:35.280,,
21,14,David Coulthard,Red Bull,1:35.341,,
22,12,Christijan Albers,Spyker,1:35.533,,
