position,number,driver,constructor,laps,grid,status,points
1,1,Sebastian Vettel,Red Bull,55,1,Finished,25
2,7,Kimi Räikkönen,Lotus F1,55,9,Finished,18
3,8,Romain Grosjean,Lotus F1,55,3,Finished,15
4,11,Nico Hülkenberg,Sauber,55,7,Finished,12
5,10,Lewis Hamilton,Mercedes,55,2,Finished,10
6,3,Fernando Alonso,Ferrari,55,5,Finished,8
7,9,Nico Rosberg,Mercedes,55,4,Finished,6
8,5,Jenson Button,McLaren,55,11,Finished,4
9,4,Felipe Massa,Ferrari,55,6,Finished,2
10,6,Sergio Pérez,McLaren,55,10,Finished,1
11,12,Esteban Gutiérrez,Sauber,55,8,Finished,0
12,17,Valtteri Bottas,Williams,55,17,Finished,0
13,16,Pastor Maldonado,Williams,55,18,Finished,0
14,20,Charles Pic,Caterham,55,19,Finished,0
15,21,Giedo van der Garde,Caterham,55,20,Finished,0
16,22,Jules Bianchi,Marussia,55,22,Finished,0
17,23,Max Chilton,Marussia,55,21,Finished,0
18,18,Jean-Éric Vergne,Toro Rosso,53,16,+2 Laps,0
19,19,Daniel Ricciardo,Toro Rosso,52,12,+3 Laps,0
20,15,Adrian Sutil,Force India,50,14,Collision,0
21,2,Mark Webber,Red Bull,36,13,Collision,0
22,14,Paul di Resta,Force India,24,15,Spun off,0
