Position,Driver,Constructor,Points,Wins
1,Jack Brabham,Cooper-Climax,24,3
2,Bruce McLaren,Cooper-Climax,24,1
3,Stirling Moss,Cooper-Climax,11,1
4,Olivier Gendebien,Cooper-Climax,10,0
5,Jim Rathmann,Watson,8,1
6,Innes Ireland,Team Lotus,7,0
7,Phil Hill,Ferrari,7,0
8,Cliff Allison,Ferrari,6,0
9,Rodger Ward,Watson,6,0
10,Graham Hill,BRM,4,0
11,Paul Goldsmith,Epperly,4,0
12,Wolfgang von Trips,Ferrari,4,0
13,Jim Clark,Team Lotus,4,0
14,Henry Taylor,Cooper-Climax,3,0
15,Tony Brooks,Cooper-Climax,3,0
16,Don Branson,Phillips,3,0
17,Carlos Menditeguy,Cooper-Maserati,3,0
18,Jo Bonnier,BRM,2,0
19,Johnny Thomson,Lesovsky,2,0
20,Richie Ginther,Ferrari,2,0
21,Lucien Bianchi,Cooper-Climax,1,0
22,Ron Flockhart,Team Lotus,1,0
23,Eddie Johnson,Trevis,1,0
24,Maurice Trintignant,Cooper-Climax,0,0
25,Lloyd Ruby,Watson,0,0
26,Bruce Halford,Cooper-Climax,0,0
27,Carel Godin de Beaufort,Cooper-Climax,0,0
28,Bob Veith,Meskowski,0,0
29,Masten Gregory,Behra-Porsche,0,0
30,Alberto Rodriguez Larreta,Team Lotus,0,0
