position,number,driver,constructor,laps,grid,status,points
1,16,Jack Brabham,Cooper-Climax,50,1,Finished,8
2,44,Olivier Gendebien,Cooper-Climax,50,9,Finished,6
3,18,Bruce McLaren,Cooper-Climax,50,7,Finished,4
4,46,Henry Taylor,Cooper-Climax,49,12,+1 Lap,3
5,24,Jim Clark,Team Lotus,49,10,+1 Lap,2
6,22,Ron Flockhart,Team Lotus,49,14,+1 Lap,1
7,20,Innes Ireland,Team Lotus,43,4,+7 Laps,0
8,48,Bruce Halford,Cooper-Climax,40,15,Engine,0
9,40,Masten Gregory,Cooper-Maserati,37,17,+13 Laps,0
10,42,Ian Burgess,Cooper-Maserati,36,22,+14 Laps,0
11,4,Wolfgang von Trips,Ferrari,30,5,Transmission,0
12,2,Phil Hill,Ferrari,29,2,Transmission,0
13,8,Jo Bonnier,BRM,22,8,Engine,0
14,36,Lucien Bianchi,Cooper-Climax,18,15,Transmission,0
15,10,Dan Gurney,BRM,17,6,Engine,0
16,30,Gino Munaron,Cooper-Castellotti,16,19,Transmission,0
17,6,Willy Mairesse,Ferrari,14,11,Transmission,0
18,14,Tony Brooks,Vanwall,7,13,Vibrations,0
19,12,Graham Hill,BRM,0,3,Accident,0
20,38,Maurice Trintignant,Cooper-Maserati,0,18,Accident,0
21,28,Richie Ginther,Scarab,0,20,Engine,0
22,34,David Piper,Team Lotus,0,21,Engine,0
23,26,Chuck Daigh,Scarab,0,23,Engine,0
