position,number,driver,constructor,laps,grid,status,points
1,32,Jackie Stewart,BRM,76,3,Finished,9
2,30,Graham Hill,BRM,76,4,Finished,6
3,12,Dan Gurney,Brabham-Climax,76,9,Finished,4
4,4,Lorenzo Bandini,Ferrari,76,5,Finished,3
5,16,Bruce McLaren,Cooper-Climax,75,11,+1 Lap,2
6,40,Richard Attwood,Lotus-BRM,75,13,+1 Lap,1
7,42,Jo Bonnier,Brabham-Climax,74,14,+2 Laps,0
8,18,Jochen Rindt,Cooper-Climax,74,7,+2 Laps,0
9,38,Innes Ireland,Lotus-BRM,74,18,+2 Laps,0
10,24,Jim Clark,Lotus-Climax,63,1,Fuel pump,0
11,26,Mike Spence,Lotus-Climax,62,8,Alternator,0
12,6,Nino Vaccarella,Ferrari,58,15,Engine,0
13,50,Roberto Bussinello,BRM,58,21,Oil pressure,0
14,20,Richie Ginther,Honda,56,17,Ignition,0
15,14,Denny Hulme,Brabham-Climax,46,12,Suspension,0
16,46,Frank Gardner,Brabham-BRM,45,16,Engine,0
17,44,Jo Siffert,Brabham-BRM,43,10,Gearbox,0
18,28,Giacomo Russo,Lotus-Climax,37,20,Gearbox,0
19,8,John Surtees,Ferrari,34,2,Clutch,0
20,22,Ronnie Bucknum,Honda,27,6,Ignition,0
21,48,Masten Gregory,BRM,22,23,Gearbox,0
22,10,Giancarlo Baghetti,Brabham-Climax,12,19,Engine,0
23,52,Giorgio Bassi,BRM,8,22,Engine,0
