Position,Driver,Constructor,Points,Wins
1,Jim Clark,Lotus-Climax,54,6
2,Graham Hill,BRM,34,1
3,Jackie Stewart,BRM,33,1
4,John Surtees,Ferrari,17,0
5,Dan Gurney,Brabham-Climax,13,0
6,Lorenzo Bandini,Ferrari,10,0
7,Bruce McLaren,Cooper-Climax,10,0
8,Mike Spence,Lotus-Climax,6,0
9,Jack Brabham,Brabham-Climax,5,0
10,Denny Hulme,Brabham-Climax,5,0
11,Jochen Rindt,Cooper-Climax,3,0
12,Jo Siffert,Brabham-BRM,2,0
13,Richie Ginther,Honda,2,0
14,Richard Attwood,Lotus-BRM,1,0
15,Jo Bonnier,Brabham-Climax,0,0
16,Frank Gardner,Brabham-BRM,0,0
17,Masten Gregory,BRM,0,0
18,Bob Anderson,Brabham-Climax,0,0
19,Innes Ireland,Lotus-BRM,0,0
20,Paul Hawkins,Brabham-Ford,0,0
21,Peter de Klerk,Alfa Romeo,0,0
22,Ian Raby,Brabham-BRM,0,0
23,Tony Maggs,Lotus-BRM,0,0
24,Lucien Bianchi,BRM,0,0
25,Nino Vaccarella,Ferrari,0,0
26,Roberto Bussinello,BRM,0,0
27,Sam Tingle,LDS-Alfa Romeo,0,0
28,David Prophet,Brabham-Ford,0,0
29,Chris Amon,Lotus-BRM,0,0
30,Gerhard Mitter,Lotus-Climax,0,0
