position,number,driver,constructor,Q1,Q2,Q3
1,22,Lewis Hamilton,McLaren,1:26.572,1:25.187,1:26.714
2,4,Robert Kubica,BMW Sauber,1:26.103,1:25.315,1:26.869
3,23,Heikki Kovalainen,McLaren,1:25.664,1:25.452,1:27.079
4,2,Felipe Massa,Ferrari,1:25.994,1:25.691,1:27.178
5,3,Nick Heidfeld,BMW Sauber,1:25.960,1:25.518,1:27.236
6,11,Jarno Trulli,Toyota,1:26.427,1:26.101,1:28.527
7,7,Nico Rosberg,Williams,1:26.295,1:26.059,1:28.687
8,9,David Coulthard,Red Bull,1:26.381,1:26.063,1:29.041
9,12,Timo Glock,Toyota,1:26.919,1:26.164,1:29.593
10,15,Sebastian Vettel,Toro Rosso,1:26.702,1:25.842,
11,17,Rubens Barrichello,Honda,1:26.369,1:26.173,
12,5,Fernando Alonso,Renault,1:26.907,1:26.188,
13,16,Jenson Button,Honda,1:26.712,1:26.259,
14,8,Kazuki Nakajima,Williams,1:26.891,1:26.413,
15,10,Mark Webber,Red Bull,1:26.914,,
16,1,Kimi Räikkönen,Ferrari,1:26.140,,
17,21,Giancarlo Fisichella,Force India,1:27.207,,
18,14,Sébastien Bourdais,Toro Rosso,1:27.446,,
19,20,Adrian Sutil,Force India,1:27.859,,
20,18,Takuma Sato,Super Aguri,1:28.208,,
21,6,Nelson Piquet Jr.,Renault,1:28.330,,
22,19,Anthony Davidson,Super Aguri,1:29.059,,
