Position,Driver,Constructor,Points,Wins
1,Jack Brabham,Brabham,15,1
2,Jackie Stewart,March,13,1
3,Pedro Rodríguez,BRM,10,1
4,Jochen Rindt,Team Lotus,9,1
5,Denny Hulme,McLaren-Ford,9,0
6,Jean-Pierre Beltoise,Matra,7,0
7,Chris Amon,March,6,0
8,Bruce McLaren,McLaren-Ford,6,0
9,Graham Hill,Team Lotus,6,0
10,Henri Pescarolo,Matra,5,0
11,Mario Andretti,March,4,0
12,Ignazio Giunti,Ferrari,3,0
13,Rolf Stommelen,Brabham,2,0
14,John Miles,Team Lotus,2,0
15,Johnny Servoz-Gavin,March,2,0
16,Jo Siffert,March,0,0
17,Ronnie Peterson,March,0,0
18,Jacky Ickx,Ferrari,0,0
19,John Love,Team Lotus,0,0
20,Peter de Klerk,Brabham,0,0
21,Dave Charlton,Team Lotus,0,0
22,John Surtees,McLaren-Ford,0,0
23,Piers Courage,De Tomaso,0,0
24,Jackie Oliver,BRM,0,0
25,George Eaton,BRM,0,0
26,Andrea de Adamich,McLaren-Alfa Romeo,0,0
27,Derek Bell,Brabham,0,0
28,Alex Soler-Roig,Team Lotus,0,0
