Position,Driver,Constructor,Points,Wins
1,Emerson Fittipaldi,McLaren,15,1
2,Carlos Pace,Brabham,12,1
3,Carlos Reutemann,Brabham,12,0
4,Jochen Mass,McLaren,9.5,1
5,Jody Scheckter,Tyrrell,9,1
6,James Hunt,Hesketh,7,0
7,Patrick Depailler,Tyrrell,6,0
8,Clay Regazzoni,Ferrari,6,0
9,Niki Lauda,Ferrari,5,0
10,Jacky Ickx,Team Lotus,3,0
11,Jean-Pierre Jarier,Shadow-Ford,1.5,0
12,Vittorio Brambilla,March,1,0
13,Lella Lombardi,March,0.5,0
14,Mark Donohue,Penske,0,0
15,Rolf Stommelen,Lola,0,0
16,Mario Andretti,Parnelli,0,0
17,Tony Brise,Williams,0,0
18,John Watson,Surtees,0,0
19,Tom Pryce,Shadow-Ford,0,0
20,Graham Hill,Lola,0,0
21,Ronnie Peterson,Team Lotus,0,0
22,Jacques Laffite,Williams,0,0
23,Guy Tunmer,Team Lotus,0,0
24,Wilson Fittipaldi,Fittipaldi,0,0
25,Eddie Keizan,Team Lotus,0,0
26,Dave Charlton,McLaren,0,0
27,Bob Evans,BRM,0,0
28,Roelof Wunderink,Ensign,0,0
29,François Migault,Lola,0,0
30,Arturo Merzario,Williams,0,0
