Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,50,5
2,Rubens Barrichello,Ferrari,38,0
3,Jenson Button,BAR,32,0
4,Jarno Trulli,Renault,31,1
5,Juan Pablo Montoya,Williams,23,0
6,Fernando Alonso,Renault,21,0
7,Ralf Schumacher,Williams,12,0
8,Takuma Sato,BAR,8,0
9,Felipe Massa,Sauber,5,0
10,David Coulthard,McLaren,4,0
11,Cristiano da Matta,Toyota,3,0
12,Giancarlo Fisichella,Sauber,2,0
13,Nick Heidfeld,Jordan,2,0
14,Olivier Panis,Toyota,1,0
15,Kimi Räikkönen,McLaren,1,0
16,Mark Webber,Jaguar,1,0
17,Zsolt Baumgartner,Minardi,0,0
18,Christian Klien,Jaguar,0,0
19,Giorgio Pantano,Jordan,0,0
20,Gianmaria Bruni,Minardi,0,0
