position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:26.786,1:26.023,1:26.134
2,33,Max Verstappen,Red Bull,1:26.751,1:26.315,1:26.209
3,77,Valtteri Bottas,Mercedes,1:27.487,1:26.764,1:26.328
4,16,Charles Leclerc,Ferrari,1:27.051,1:26.919,1:26.828
5,11,Sergio Pérez,Red Bull,1:27.121,1:27.073,1:26.844
6,4,Lando Norris,McLaren,1:27.444,1:27.220,1:26.897
7,3,Daniel Ricciardo,McLaren,1:27.323,1:27.125,1:26.899
8,63,George Russell,Williams,1:27.671,1:27.080,1:26.971
9,55,Carlos Sainz,Ferrari,1:27.337,1:26.848,1:27.007
10,5,Sebastian Vettel,Aston Martin,1:27.493,1:27.103,1:27.179
11,14,Fernando Alonso,Alpine F1 Team,1:27.580,1:27.245,
12,10,Pierre Gasly,AlphaTauri,1:27.600,1:27.273,
13,31,Esteban Ocon,Alpine F1 Team,1:27.415,1:27.340,
14,99,Antonio Giovinazzi,Alfa Romeo,1:27.595,1:27.617,
15,18,Lance Stroll,Aston Martin,1:28.017,1:27.665,
16,22,Yuki Tsunoda,AlphaTauri,1:28.043,,
17,7,Kimi Räikkönen,Alfa Romeo,1:28.062,,
18,6,Nicholas Latifi,Williams,1:28.254,,
19,47,Mick Schumacher,Haas F1 Team,1:28.738,,
20,9,Nikita Mazepin,Haas F1 Team,1:29.051,,
