position,number,driver,constructor,laps,grid,status,points
1,11,Sergio Pérez,Red Bull,64,3,Finished,25
2,55,Carlos Sainz,Ferrari,64,2,Finished,18
3,1,Max Verstappen,Red Bull,64,4,Finished,15
4,16,Charles Leclerc,Ferrari,64,1,Finished,12
5,63,George Russell,Mercedes,64,6,Finished,10
6,4,Lando Norris,McLaren,64,5,Finished,9
7,14,Fernando Alonso,Alpine F1 Team,64,7,Finished,6
8,44,Lewis Hamilton,Mercedes,64,8,Finished,4
9,77,Valtteri Bottas,Alfa Romeo,64,12,Finished,2
10,5,Sebastian Vettel,Aston Martin,64,9,Finished,1
11,10,Pierre Gasly,AlphaTauri,64,17,Finished,0
12,31,Esteban Ocon,Alpine F1 Team,64,10,Finished,0
13,3,Daniel Ricciardo,McLaren,64,14,Finished,0
14,18,Lance Stroll,Aston Martin,64,18,Finished,0
15,6,Nicholas Latifi,Williams,63,19,+1 Lap,0
16,24,Guanyu Zhou,Alfa Romeo,63,20,+1 Lap,0
17,22,Yuki Tsunoda,AlphaTauri,63,11,+1 Lap,0
18,23,Alexander Albon,Williams,48,16,Mechanical,0
19,47,Mick Schumacher,Haas F1 Team,24,15,Accident,0
20,20,Kevin Magnussen,Haas F1 Team,19,13,Water pressure,0
