position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:12.852,1:12.149,1:11.767
2,33,Max Verstappen,Red Bull,1:12.593,1:12.427,1:12.113
3,77,Valtteri Bottas,Mercedes,1:13.075,1:12.424,1:12.129
4,10,Pierre Gasly,Red Bull,1:12.991,1:12.385,1:12.522
5,7,Kimi Räikkönen,Alfa Romeo,1:13.066,1:12.519,1:12.538
6,8,Romain Grosjean,Haas F1 Team,1:13.146,1:12.769,1:12.851
7,55,Carlos Sainz,McLaren,1:13.221,1:12.632,1:12.897
8,11,Sergio Pérez,Racing Point,1:13.194,1:12.776,1:13.065
9,27,Nico Hülkenberg,Renault,1:13.186,1:12.766,1:13.126
10,16,Charles Leclerc,Ferrari,1:12.229,1:12.344,
11,99,Antonio Giovinazzi,Alfa Romeo,1:13.170,1:12.786,
12,20,Kevin Magnussen,Haas F1 Team,1:13.103,1:12.789,
13,3,Daniel Ricciardo,Renault,1:13.131,1:12.799,
14,26,Daniil Kvyat,Toro Rosso,1:13.278,1:13.135,
15,18,Lance Stroll,Racing Point,1:13.256,1:13.450,
16,4,Lando Norris,McLaren,1:13.333,,
17,23,Alexander Albon,Toro Rosso,1:13.461,,
18,63,George Russell,Williams,1:14.721,,
19,88,Robert Kubica,Williams,1:14.839,,
20,5,Sebastian Vettel,Ferrari,,,
