position,number,driver,constructor,laps,grid,status,points
1,1,Michael Schumacher,Ferrari,65,3,Finished,10
2,3,Jean Alesi,Benetton,65,4,Finished,6
3,6,Jacques Villeneuve,Williams,65,2,Finished,4
4,15,Heinz-Harald Frentzen,Sauber,64,11,+1 Lap,3
5,7,Mika Häkkinen,McLaren,64,10,+1 Lap,2
6,10,Pedro Diniz,Ligier,63,17,+2 Laps,1
7,17,Jos Verstappen,Footwork,47,13,Spun off,0
8,11,Rubens Barrichello,Jordan,45,7,Differential,0
9,4,Gerhard Berger,Benetton,44,5,Spun off,0
10,14,Johnny Herbert,Sauber,20,9,Spun off,0
11,12,Martin Brundle,Jordan,17,15,Differential,0
12,19,Mika Salo,Tyrrell,16,12,Disqualified,0
13,5,Damon Hill,Williams,10,1,Spun off,0
14,18,Ukyo Katayama,Tyrrell,8,16,Electrical,0
15,2,Eddie Irvine,Ferrari,1,6,Spun off,0
16,9,Olivier Panis,Ligier,1,8,Collision,0
17,21,Giancarlo Fisichella,Minardi,1,19,Collision,0
18,8,David Coulthard,McLaren,0,14,Collision,0
19,16,Ricardo Rosset,Footwork,0,20,Collision,0
20,20,Pedro Lamy,Minardi,0,18,Collision,0
21,22,Luca Badoer,Forti,0,21,107% Rule,0
22,23,Andrea Montermini,Forti,0,22,107% Rule,0
