Position,Driver,Constructor,Points,Wins
1,Damon Hill,Williams,43,4
2,Jacques Villeneuve,Williams,26,1
3,Michael Schumacher,Ferrari,26,1
4,Jean Alesi,Benetton,17,0
5,Olivier Panis,Ligier,11,1
6,David Coulthard,McLaren,10,0
7,Eddie Irvine,Ferrari,9,0
8,Mika Häkkinen,McLaren,8,0
9,Gerhard Berger,Benetton,7,0
10,Rubens Barrichello,Jordan,7,0
11,Heinz-Harald Frentzen,Sauber,6,0
12,Mika Salo,Tyrrell,5,0
13,Johnny Herbert,Sauber,4,0
14,Pedro Diniz,Ligier,1,0
15,Martin Brundle,Jordan,1,0
16,Jos Verstappen,Footwork,1,0
17,Pedro Lamy,Minardi,0,0
18,Ukyo Katayama,Tyrrell,0,0
19,Ricardo Rosset,Footwork,0,0
20,Luca Badoer,Forti,0,0
21,Andrea Montermini,Forti,0,0
22,Giancarlo Fisichella,Minardi,0,0
