position,number,driver,constructor,Q1,Q2,Q3
1,5,Damon Hill,Williams,1:20.650,,
2,6,Jacques Villeneuve,Williams,1:21.084,,
3,1,Michael Schumacher,Ferrari,1:21.587,,
4,3,Jean Alesi,Benetton,1:22.061,,
5,4,Gerhard Berger,Benetton,1:22.125,,
6,2,Eddie Irvine,Ferrari,1:22.333,,
7,11,Rubens Barrichello,Jordan,1:22.379,,
8,9,Olivier Panis,Ligier,1:22.685,,
9,14,Johnny Herbert,Sauber,1:23.027,,
10,7,Mika Häkkinen,McLaren,1:23.070,,
11,15,Heinz-Harald Frentzen,Sauber,1:23.195,,
12,19,Mika Salo,Tyrrell,1:23.224,,
13,17,Jos Verstappen,Footwork,1:23.371,,
14,8,David Coulthard,McLaren,1:23.416,,
15,12,Martin Brundle,Jordan,1:23.438,,
16,18,Ukyo Katayama,Tyrrell,1:24.401,,
17,10,Pedro Diniz,Ligier,1:24.468,,
18,20,Pedro Lamy,Minardi,1:25.274,,
19,21,Giancarlo Fisichella,Minardi,1:25.531,,
20,16,Ricardo Rosset,Footwork,1:25.621,,
