position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:48.019,1:46.999,1:46.744
2,33,Max Verstappen,Red Bull,1:48.407,1:47.163,1:46.893
3,7,Kimi Räikkönen,Ferrari,1:47.912,1:47.664,1:46.910
4,5,Sebastian Vettel,Ferrari,1:47.802,1:47.944,1:47.108
5,3,Daniel Ricciardo,Red Bull,1:48.407,1:48.027,1:47.216
6,11,Sergio Pérez,Force India,1:48.106,1:47.485,1:47.407
7,27,Nico Hülkenberg,Force India,1:48.080,1:47.317,1:47.543
8,77,Valtteri Bottas,Williams,1:48.655,1:47.918,1:47.612
9,22,Jenson Button,McLaren,1:48.700,1:48.051,1:48.114
10,19,Felipe Massa,Williams,1:47.738,1:47.667,1:48.263
11,8,Romain Grosjean,Haas F1 Team,1:48.751,1:48.316,
12,20,Kevin Magnussen,Renault,1:48.800,1:48.485,
13,21,Esteban Gutiérrez,Haas F1 Team,1:48.748,1:48.598,
14,30,Jolyon Palmer,Renault,1:48.901,1:48.888,
15,55,Carlos Sainz,Toro Rosso,1:48.876,1:49.038,
16,94,Pascal Wehrlein,Manor Marussia,1:48.554,1:49.320,
17,12,Felipe Nasr,Sauber,1:48.949,,
18,31,Esteban Ocon,Manor Marussia,1:49.050,,
19,26,Daniil Kvyat,Toro Rosso,1:49.058,,
20,9,Marcus Ericsson,Sauber,1:49.071,,
21,44,Lewis Hamilton,Mercedes,1:50.033,,
