position,number,driver,constructor,laps,grid,status,points
1,18,Juan Fangio,Mercedes,61,1,Finished,8
2,20,Karl Kling,Mercedes,61,2,Finished,6
3,34,Robert Manzon,Ferrari,60,12,+1 Lap,4
4,46,Prince Bira,Maserati,60,6,+1 Lap,3
5,14,Luigi Villoresi,Maserati,58,14,+3 Laps,2
6,24,Jean Behra,Gordini,56,17,+5 Laps,0
7,28,Paul Frère,Gordini,50,19,Axle,0
8,4,Maurice Trintignant,Ferrari,36,9,Engine,0
9,36,Louis Rosier,Ferrari,27,13,Engine,0
10,12,Onofre Marimón,Maserati,27,5,Gearbox,0
11,16,Roberto Mieres,Maserati,24,11,Engine,0
12,42,Ken Wharton,Maserati,19,16,Transmission,0
13,48,Harry Schell,Maserati,19,21,Fuel pump,0
14,22,Hans Herrmann,Mercedes,16,7,Engine,1
15,44,Roy Salvadori,Maserati,15,10,Halfshaft,0
16,2,José Froilán González,Ferrari,13,4,Engine,0
17,32,Lance Macklin,HWM,10,15,Engine,0
18,30,Georges Berger,Gordini,9,20,Engine,0
19,6,Mike Hawthorn,Ferrari,9,8,Engine,0
20,26,Jacques Pollet,Gordini,8,18,Engine,0
21,10,Alberto Ascari,Maserati,1,3,Transmission,0
22,40,Sergio Mantovani,Maserati,0,0,Withdrew,0
