Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Maserati,25,3
2,Maurice Trintignant,Ferrari,9,0
3,Bill Vukovich,Kurtis Kraft,8,1
4,José Froilán González,Ferrari,6.5,0
5,Nino Farina,Ferrari,6,0
6,Jimmy Bryan,Kuzma,6,0
7,Karl Kling,Mercedes,6,0
8,Jack McGrath,Kurtis Kraft,5,0
9,Robert Manzon,Ferrari,4,0
10,Stirling Moss,Maserati,4,0
11,Prince Bira,Maserati,3,0
12,Élie Bayol,Gordini,2,0
13,Mike Nazaruk,Kurtis Kraft,2,0
14,André Pilette,Gordini,2,0
15,Luigi Villoresi,Maserati,2,0
16,Duane Carter,Kurtis Kraft,1.5,0
17,Mike Hawthorn,Ferrari,1.5,0
18,Troy Ruttman,Kurtis Kraft,1.5,0
19,Hans Herrmann,Mercedes,1,0
20,Jean Behra,Gordini,0,0
21,Harry Schell,Maserati,0,0
22,Fred Agabashian,Kurtis Kraft,0,0
23,Sergio Mantovani,Maserati,0,0
24,Don Freeland,Phillips,0,0
25,Jerry Hoyt,Kurtis Kraft,0,0
26,Toulo de Graffenried,Maserati,0,0
27,Paul Russo,Kurtis Kraft,0,0
28,Larry Crockett,Kurtis Kraft,0,0
29,Umberto Maglioli,Ferrari,0,0
30,Cal Niday,Stevens,0,0
