position,number,driver,constructor,Q1,Q2,Q3
1,22,Lewis Hamilton,McLaren,1:16.909,1:17.034,1:17.886
2,4,Robert Kubica,BMW Sauber,1:17.471,1:17.679,1:18.498
3,1,Kimi Räikkönen,Ferrari,1:17.301,1:17.364,1:18.735
4,5,Fernando Alonso,Renault,1:17.415,1:17.488,1:18.746
5,7,Nico Rosberg,Williams,1:17.991,1:17.891,1:18.844
6,2,Felipe Massa,Ferrari,1:17.231,1:17.353,1:19.048
7,23,Heikki Kovalainen,McLaren,1:17.287,1:17.684,1:19.089
8,3,Nick Heidfeld,BMW Sauber,1:18.082,1:17.781,1:19.633
9,17,Rubens Barrichello,Honda,1:18.256,1:18.020,1:20.848
10,10,Mark Webber,Red Bull,1:17.582,1:17.523,
11,12,Timo Glock,Toyota,1:18.321,1:18.031,
12,8,Kazuki Nakajima,Williams,1:17.638,1:18.062,
13,9,David Coulthard,Red Bull,1:18.168,1:18.238,
14,11,Jarno Trulli,Toyota,1:18.039,1:18.327,
15,6,Nelson Piquet Jr.,Renault,1:18.505,1:18.393,
16,14,Sébastien Bourdais,Toro Rosso,1:18.916,,
17,20,Adrian Sutil,Force India,1:19.108,,
18,21,Giancarlo Fisichella,Force India,1:19.165,,
19,16,Jenson Button,Honda,1:23.565,,
20,15,Sebastian Vettel,Toro Rosso,,,
