position,number,driver,constructor,Q1,Q2,Q3
1,5,Sebastian Vettel,Red Bull,1:24.774,1:24.096,1:23.919
2,6,Mark Webber,Red Bull,1:25.286,1:24.276,1:24.035
3,8,Fernando Alonso,Ferrari,1:25.082,1:24.335,1:24.111
4,1,Jenson Button,McLaren,1:24.897,1:24.531,1:24.675
5,7,Felipe Massa,Ferrari,1:25.548,1:25.010,1:24.837
6,4,Nico Rosberg,Mercedes,1:24.788,1:24.788,1:24.884
7,3,Michael Schumacher,Mercedes,1:25.351,1:24.871,1:24.927
8,9,Rubens Barrichello,Williams,1:25.702,1:25.085,1:25.217
9,11,Robert Kubica,Renault,1:25.588,1:25.122,1:25.372
10,14,Adrian Sutil,Force India,1:25.504,1:25.046,1:26.036
11,2,Lewis Hamilton,McLaren,1:25.046,1:25.184,
12,16,Sébastien Buemi,Toro Rosso,1:26.061,1:25.638,
13,15,Vitantonio Liuzzi,Force India,1:26.170,1:25.743,
14,22,Pedro de la Rosa,Sauber,1:26.089,1:25.747,
15,10,Nico Hülkenberg,Williams,1:25.866,1:25.748,
16,23,Kamui Kobayashi,Sauber,1:26.251,1:25.777,
17,17,Jaime Alguersuari,Toro Rosso,1:26.095,1:26.089,
18,12,Vitaly Petrov,Renault,1:26.471,,
19,19,Heikki Kovalainen,Lotus,1:28.797,,
20,18,Jarno Trulli,Lotus,1:29.111,,
21,24,Timo Glock,Virgin,1:29.592,,
22,25,Lucas di Grassi,Virgin,1:30.185,,
23,21,Bruno Senna,HRT,1:30.526,,
24,20,Karun Chandhok,HRT,1:30.613,,
