Position,Driver,Constructor,Points,Wins
1,Fernando Alonso,Ferrari,37,1
2,Felipe Massa,Ferrari,33,0
3,Jenson Button,McLaren,31,1
4,Lewis Hamilton,McLaren,23,0
5,Nico Rosberg,Mercedes,20,0
6,Robert Kubica,Renault,18,0
7,Sebastian Vettel,Red Bull,12,0
8,Michael Schumacher,Mercedes,9,0
9,Vitantonio Liuzzi,Force India,8,0
10,Mark Webber,Red Bull,6,0
11,Rubens Barrichello,Williams,5,0
12,Jaime Alguersuari,Toro Rosso,0,0
13,Adrian Sutil,Force India,0,0
14,Pedro de la Rosa,Sauber,0,0
15,Heikki Kovalainen,Lotus,0,0
16,Karun Chandhok,HRT,0,0
17,Nico Hülkenberg,Williams,0,0
18,Sébastien Buemi,Toro Rosso,0,0
19,Jarno Trulli,Lotus,0,0
20,Bruno Senna,HRT,0,0
21,Timo Glock,Virgin,0,0
22,Vitaly Petrov,Renault,0,0
23,Kamui Kobayashi,Sauber,0,0
24,Lucas di Grassi,Virgin,0,0
