position,number,driver,constructor,laps,grid,status,points
1,22,Lewis Hamilton,McLaren,76,3,Finished,10
2,4,Robert Kubica,BMW Sauber,76,5,Finished,8
3,2,Felipe Massa,Ferrari,76,1,Finished,6
4,10,Mark Webber,Red Bull,76,9,Finished,5
5,15,Sebastian Vettel,Toro Rosso,76,19,Finished,4
6,17,Rubens Barrichello,Honda,76,14,Finished,3
7,8,Kazuki Nakajima,Williams,76,13,Finished,2
8,23,Heikki Kovalainen,McLaren,76,4,Finished,1
9,1,Kimi Räikkönen,Ferrari,76,2,Finished,0
10,5,Fernando Alonso,Renault,75,7,+1 Lap,0
11,16,Jenson Button,Honda,75,11,+1 Lap,0
12,12,Timo Glock,Toyota,75,10,+1 Lap,0
13,11,Jarno Trulli,Toyota,75,8,+1 Lap,0
14,3,Nick Heidfeld,BMW Sauber,72,12,+4 Laps,0
15,20,Adrian Sutil,Force India,67,18,Collision,0
16,7,Nico Rosberg,Williams,59,6,Accident,0
17,6,Nelson Piquet Jr.,Renault,47,17,Accident,0
18,21,Giancarlo Fisichella,Force India,36,20,Gearbox,0
19,9,David Coulthard,Red Bull,7,15,Accident,0
20,14,Sébastien Bourdais,Toro Rosso,7,16,Collision,0
