Position,Driver,Constructor,Points,Wins
1,Kimi Räikkönen,Ferrari,110,6
2,Lewis Hamilton,McLaren,109,4
3,Fernando Alonso,McLaren,109,4
4,Felipe Massa,Ferrari,94,3
5,Nick Heidfeld,BMW Sauber,61,0
6,Robert Kubica,BMW Sauber,39,0
7,Heikki Kovalainen,Renault,30,0
8,Giancarlo Fisichella,Renault,21,0
9,Nico Rosberg,Williams,20,0
10,David Coulthard,Red Bull,14,0
11,Alexander Wurz,Williams,13,0
12,Mark Webber,Red Bull,10,0
13,Jarno Trulli,Toyota,8,0
14,Sebastian Vettel,BMW Sauber,6,0
15,Jenson Button,Honda,6,0
16,Ralf Schumacher,Toyota,5,0
17,Takuma Sato,Super Aguri,4,0
18,Vitantonio Liuzzi,Toro Rosso,3,0
19,Adrian Sutil,Spyker,1,0
20,Rubens Barrichello,Honda,0,0
21,Scott Speed,Toro Rosso,0,0
22,Kazuki Nakajima,Williams,0,0
23,Anthony Davidson,Super Aguri,0,0
24,Sakon Yamamoto,Spyker,0,0
25,Christijan Albers,Spyker,0,0
