position,number,driver,constructor,laps,grid,status,points
1,6,Kimi Räikkönen,Ferrari,71,3,Finished,10
2,5,Felipe Massa,Ferrari,71,1,Finished,8
3,1,Fernando Alonso,McLaren,71,4,Finished,6
4,16,Nico Rosberg,Williams,71,10,Finished,5
5,10,Robert Kubica,BMW Sauber,71,7,Finished,4
6,9,Nick Heidfeld,BMW Sauber,71,6,Finished,3
7,2,Lewis Hamilton,McLaren,70,2,+1 Lap,2
8,12,Jarno Trulli,Toyota,70,8,+1 Lap,1
9,14,David Coulthard,Red Bull,70,9,+1 Lap,0
10,17,Kazuki Nakajima,Williams,70,19,+1 Lap,0
11,11,Ralf Schumacher,Toyota,70,15,+1 Lap,0
12,22,Takuma Sato,Super Aguri,69,18,+2 Laps,0
13,18,Vitantonio Liuzzi,Toro Rosso,69,14,+2 Laps,0
14,23,Anthony Davidson,Super Aguri,68,20,+3 Laps,0
15,20,Adrian Sutil,Spyker,43,21,Brakes,0
16,8,Rubens Barrichello,Honda,40,11,Engine,0
17,4,Heikki Kovalainen,Renault,35,17,Accident,0
18,19,Sebastian Vettel,Toro Rosso,34,13,Hydraulics,0
19,7,Jenson Button,Honda,20,16,Engine,0
20,15,Mark Webber,Red Bull,14,5,Gearbox,0
21,21,Sakon Yamamoto,Spyker,2,22,Collision,0
22,3,Giancarlo Fisichella,Renault,2,12,Collision,0
