Position,Driver,Constructor,Points,Wins
1,David Coulthard,McLaren,10,1
2,Jacques Villeneuve,Williams,10,1
3,Gerhard Berger,Benetton,9,0
4,Michael Schumacher,Ferrari,8,0
5,Mika Häkkinen,McLaren,7,0
6,Olivier Panis,Prost,6,0
7,Nicola Larini,Sauber,1,0
8,Jean Alesi,Benetton,1,0
9,Shinji Nakano,Prost,0,0
10,Johnny Herbert,Sauber,0,0
11,Heinz-Harald Frentzen,Williams,0,0
12,Giancarlo Fisichella,Jordan,0,0
13,Jarno Trulli,Minardi,0,0
14,Pedro Diniz,Arrows,0,0
15,Mika Salo,Tyrrell,0,0
16,Jos Verstappen,Tyrrell,0,0
17,Eddie Irvine,Ferrari,0,0
18,Damon Hill,Arrows,0,0
19,Ukyo Katayama,Minardi,0,0
