Position,Driver,Constructor,Points,Wins
1,Fernando Alonso,Renault,44,3
2,Jarno Trulli,Toyota,26,0
3,Kimi Räikkönen,McLaren,17,1
4,Giancarlo Fisichella,Renault,14,1
5,Ralf Schumacher,Toyota,14,0
6,Mark Webber,Williams,12,0
7,Michael Schumacher,Ferrari,10,0
8,Juan Pablo Montoya,McLaren,10,0
9,David Coulthard,Red Bull,10,0
10,Nick Heidfeld,Williams,9,0
11,Rubens Barrichello,Ferrari,8,0
12,Alexander Wurz,McLaren,6,0
13,Jacques Villeneuve,Sauber,5,0
14,Pedro de la Rosa,McLaren,4,0
15,Christian Klien,Red Bull,3,0
16,Felipe Massa,Sauber,2,0
17,Vitantonio Liuzzi,Red Bull,1,0
18,Tiago Monteiro,Jordan,0,0
19,Narain Karthikeyan,Jordan,0,0
20,Patrick Friesacher,Minardi,0,0
21,Christijan Albers,Minardi,0,0
22,Jenson Button,BAR,0,0
23,Takuma Sato,BAR,0,0
24,Anthony Davidson,BAR,0,0
