position,number,driver,constructor,laps,grid,status,points
1,23,Rubens Barrichello,Brawn,57,3,Finished,10
2,1,Lewis Hamilton,McLaren,57,1,Finished,8
3,4,Kimi Räikkönen,Ferrari,57,6,Finished,6
4,2,Heikki Kovalainen,McLaren,57,2,Finished,5
5,16,Nico Rosberg,Williams,57,7,Finished,4
6,7,Fernando Alonso,Renault,57,8,Finished,3
7,22,Jenson Button,Brawn,57,5,Finished,2
8,5,Robert Kubica,BMW Sauber,57,10,Finished,1
9,14,Mark Webber,Red Bull,57,9,Finished,0
10,20,Adrian Sutil,Force India,57,12,Finished,0
11,6,Nick Heidfeld,BMW Sauber,57,11,Finished,0
12,21,Giancarlo Fisichella,Force India,57,16,Finished,0
13,9,Jarno Trulli,Toyota,57,18,Finished,0
14,10,Timo Glock,Toyota,57,13,Finished,0
15,8,Romain Grosjean,Renault,57,14,Finished,0
16,11,Jaime Alguersuari,Toro Rosso,56,19,+1 Lap,0
17,3,Luca Badoer,Ferrari,56,20,+1 Lap,0
18,17,Kazuki Nakajima,Williams,54,17,+3 Laps,0
19,12,Sébastien Buemi,Toro Rosso,41,15,Brakes,0
20,15,Sebastian Vettel,Red Bull,23,4,Engine,0
