Position,Driver,Constructor,Points,Wins
1,Jenson Button,Brawn,72,6
2,Rubens Barrichello,Brawn,54,1
3,Mark Webber,Red Bull,51.5,1
4,Sebastian Vettel,Red Bull,47,2
5,Nico Rosberg,Williams,29.5,0
6,Lewis Hamilton,McLaren,27,1
7,Kimi Räikkönen,Ferrari,24,0
8,Jarno Trulli,Toyota,22.5,0
9,Felipe Massa,Ferrari,22,0
10,Timo Glock,Toyota,16,0
11,Fernando Alonso,Renault,16,0
12,Heikki Kovalainen,McLaren,14,0
13,Nick Heidfeld,BMW Sauber,6,0
14,Robert Kubica,BMW Sauber,3,0
15,Sébastien Buemi,Toro Rosso,3,0
16,Sébastien Bourdais,Toro Rosso,2,0
17,Giancarlo Fisichella,Force India,0,0
18,Adrian Sutil,Force India,0,0
19,Kazuki Nakajima,Williams,0,0
20,Nelson Piquet Jr.,Renault,0,0
21,Jaime Alguersuari,Toro Rosso,0,0
22,Romain Grosjean,Renault,0,0
23,Luca Badoer,Ferrari,0,0
