position,number,driver,constructor,laps,grid,status,points
1,5,Fernando Alonso,Renault,61,15,Finished,10
2,7,Nico Rosberg,Williams,61,8,Finished,8
3,22,Lewis Hamilton,McLaren,61,2,Finished,6
4,12,Timo Glock,Toyota,61,7,Finished,5
5,15,Sebastian Vettel,Toro Rosso,61,6,Finished,4
6,3,Nick Heidfeld,BMW Sauber,61,9,Finished,3
7,9,David Coulthard,Red Bull,61,14,Finished,2
8,8,Kazuki Nakajima,Williams,61,10,Finished,1
9,16,Jenson Button,Honda,61,12,Finished,0
10,23,Heikki Kovalainen,McLaren,61,5,Finished,0
11,4,Robert Kubica,BMW Sauber,61,4,Finished,0
12,14,Sébastien Bourdais,Toro Rosso,61,17,Finished,0
13,2,Felipe Massa,Ferrari,61,1,Finished,0
14,21,Giancarlo Fisichella,Force India,61,20,Finished,0
15,1,Kimi Räikkönen,Ferrari,57,3,Accident,0
16,11,Jarno Trulli,Toyota,50,11,Hydraulics,0
17,20,Adrian Sutil,Force India,49,19,Accident,0
18,10,Mark Webber,Red Bull,29,13,Transmission,0
19,17,Rubens Barrichello,Honda,14,18,Mechanical,0
20,6,Nelson Piquet Jr.,Renault,13,16,Accident,0
