Position,Driver,Constructor,Points,Wins
1,Emerson Fittipaldi,Team Lotus,9,1
2,François Cevert,Tyrrell,6,0
3,Jackie Stewart,Tyrrell,4,0
4,Jacky Ickx,Ferrari,3,0
5,Denny Hulme,McLaren,2,0
6,Wilson Fittipaldi,Brabham,1,0
7,Clay Regazzoni,BRM,0,0
8,Peter Revson,McLaren,0,0
9,Arturo Merzario,Ferrari,0,0
10,Mike Beuttler,March,0,0
11,Jean-Pierre Jarier,March,0,0
12,Jean-Pierre Beltoise,BRM,0,0
13,Howden Ganley,Iso Marlboro,0,0
14,Ronnie Peterson,Team Lotus,0,0
15,Niki Lauda,BRM,0,0
16,Carlos Reutemann,Brabham,0,0
17,Mike Hailwood,Surtees,0,0
18,Carlos Pace,Surtees,0,0
19,Nanni Galli,Iso Marlboro,0,0
