position,number,driver,constructor,Q1,Q2,Q3
1,5,Fernando Alonso,Ferrari,1:46.515,1:56.921,1:51.746
2,2,Mark Webber,Red Bull,1:47.276,1:55.898,1:51.793
3,7,Michael Schumacher,Mercedes,1:46.571,1:55.799,1:52.020
4,1,Sebastian Vettel,Red Bull,1:46.279,1:56.931,1:52.199
5,6,Felipe Massa,Ferrari,1:47.401,1:56.388,1:53.065
6,9,Kimi Räikkönen,Lotus F1,1:47.309,1:56.469,1:53.290
7,18,Pastor Maldonado,Williams,1:46.449,1:56.802,1:53.539
8,4,Lewis Hamilton,McLaren,1:47.433,1:54.897,1:53.543
9,12,Nico Hülkenberg,Force India,1:46.334,1:55.556,1:54.382
10,10,Romain Grosjean,Lotus F1,1:47.043,1:56.388,
11,11,Paul di Resta,Force India,1:47.582,1:57.009,
12,14,Kamui Kobayashi,Sauber,1:46.649,1:57.071,
13,8,Nico Rosberg,Mercedes,1:47.724,1:57.108,
14,16,Daniel Ricciardo,Toro Rosso,1:47.266,1:57.132,
15,19,Bruno Senna,Williams,1:47.105,1:57.426,
16,17,Jean-Éric Vergne,Toro Rosso,1:47.705,1:57.719,
17,15,Sergio Pérez,Sauber,1:46.494,1:57.895,
18,3,Jenson Button,McLaren,1:48.044,,
19,21,Vitaly Petrov,Caterham,1:49.027,,
20,20,Heikki Kovalainen,Caterham,1:49.477,,
21,24,Timo Glock,Marussia,1:51.618,,
22,22,Pedro de la Rosa,HRT,1:52.742,,
23,23,Narain Karthikeyan,HRT,1:53.040,,
24,25,Charles Pic,Marussia,1:54.143,,
