position,number,driver,constructor,laps,grid,status,points
1,1,Fernando Alonso,Renault,66,1,Finished,10
2,5,Michael Schumacher,Ferrari,66,3,Finished,8
3,2,Giancarlo Fisichella,Renault,66,2,Finished,6
4,6,Felipe Massa,Ferrari,66,4,Finished,5
5,3,Kimi Räikkönen,McLaren,66,9,Finished,4
6,12,Jenson Button,Honda,66,8,Finished,3
7,11,Rubens Barrichello,Honda,65,5,+1 Lap,2
8,16,Nick Heidfeld,BMW Sauber,65,10,+1 Lap,1
9,9,Mark Webber,Williams,65,11,+1 Lap,0
10,8,Jarno Trulli,Toyota,65,7,+1 Lap,0
11,10,Nico Rosberg,Williams,65,13,+1 Lap,0
12,17,Jacques Villeneuve,BMW Sauber,65,22,+1 Lap,0
13,15,Christian Klien,Red Bull,65,14,+1 Lap,0
14,14,David Coulthard,Red Bull,65,21,+1 Lap,0
15,20,Vitantonio Liuzzi,Toro Rosso,63,15,Hydraulics,0
16,18,Tiago Monteiro,MF1,63,17,+3 Laps,0
17,22,Takuma Sato,Super Aguri,62,19,+4 Laps,0
18,19,Christijan Albers,MF1,48,18,Broken wing,0
19,21,Scott Speed,Toro Rosso,47,16,Engine,0
20,7,Ralf Schumacher,Toyota,31,6,Electronics,0
21,4,Juan Pablo Montoya,McLaren,17,12,Spun off,0
22,23,Franck Montagny,Super Aguri,10,20,Driveshaft,0
