position,number,driver,constructor,Q1,Q2,Q3
1,1,Fernando Alonso,Renault,1:15.816,1:15.124,1:14.648
2,2,Giancarlo Fisichella,Renault,1:16.046,1:14.766,1:14.709
3,5,Michael Schumacher,Ferrari,1:16.049,1:14.637,1:14.970
4,6,Felipe Massa,Ferrari,1:16.359,1:15.245,1:15.442
5,11,Rubens Barrichello,Honda,1:16.266,1:15.258,1:15.885
6,7,Ralf Schumacher,Toyota,1:16.234,1:15.164,1:15.885
7,8,Jarno Trulli,Toyota,1:16.174,1:15.068,1:15.976
8,12,Jenson Button,Honda,1:16.054,1:15.150,1:16.008
9,3,Kimi Räikkönen,McLaren,1:16.613,1:15.422,1:16.015
10,16,Nick Heidfeld,BMW Sauber,1:16.322,1:15.468,1:17.144
11,9,Mark Webber,Williams,1:16.685,1:15.502,
12,4,Juan Pablo Montoya,McLaren,1:16.195,1:15.801,
13,10,Nico Rosberg,Williams,1:17.213,1:15.804,
14,17,Jacques Villeneuve,BMW Sauber,1:16.066,1:15.847,
15,15,Christian Klien,Red Bull,1:16.627,1:15.928,
16,20,Vitantonio Liuzzi,Toro Rosso,1:17.105,1:16.661,
17,21,Scott Speed,Toro Rosso,1:17.361,,
18,18,Tiago Monteiro,MF1,1:17.702,,
19,19,Christijan Albers,MF1,1:18.024,,
20,22,Takuma Sato,Super Aguri,1:18.920,,
21,23,Franck Montagny,Super Aguri,1:20.763,,
22,14,David Coulthard,Red Bull,,,
