Position,Driver,Constructor,Points,Wins
1,Graham Hill,Lotus-Ford,15,1
2,Jim Clark,Lotus-Ford,9,1
3,Denny Hulme,McLaren-BRM,8,0
4,Jochen Rindt,Brabham-Repco,4,0
5,Brian Redman,Cooper-Maserati,4,0
6,Chris Amon,Ferrari,3,0
7,Ludovico Scarfiotti,Cooper-BRM,3,0
8,Jean-Pierre Beltoise,Matra-Ford,3,0
9,Jo Siffert,Cooper-Maserati,0,0
10,John Surtees,Honda,0,0
11,John Love,Brabham-Repco,0,0
12,Bruce McLaren,McLaren-Ford,0,0
13,Piers Courage,BRM,0,0
14,Jackie Pretorius,Brabham-Climax,0,0
15,Pedro Rodríguez,BRM,0,0
16,Dan Gurney,Eagle-Weslake,0,0
17,Jacky Ickx,Ferrari,0,0
18,Jo Bonnier,Cooper-Maserati,0,0
19,Jack Brabham,Brabham-Repco,0,0
20,Jackie Stewart,Matra-Ford,0,0
21,Sam Tingle,LDS,0,0
22,Basil van Rooyen,Cooper-Climax,0,0
23,Andrea de Adamich,Ferrari,0,0
24,Mike Spence,BRM,0,0
25,Dave Charlton,Brabham-Repco,0,0
