Position,Driver,Constructor,Points,Wins
1,Jackie Stewart,Matra-Ford,27,3
2,Graham Hill,Lotus-Ford,15,1
3,Jo Siffert,Lotus-Ford,13,0
4,Denny Hulme,McLaren-Ford,11,0
5,Bruce McLaren,McLaren-Ford,10,0
6,Piers Courage,Brabham-Ford,6,0
7,Jean-Pierre Beltoise,Matra-Ford,5,0
8,Chris Amon,Ferrari,4,0
9,Richard Attwood,Lotus-Ford,3,0
10,Jacky Ickx,Brabham-Ford,3,0
11,John Surtees,BRM,2,0
12,Jack Brabham,Brabham-Ford,1,0
13,Vic Elford,Cooper-Maserati,0,0
14,Jackie Oliver,BRM,0,0
15,Sam Tingle,Brabham-Repco,0,0
16,Pedro Rodríguez,BRM,0,0
17,Peter de Klerk,Brabham-Repco,0,0
18,Jochen Rindt,Lotus-Ford,0,0
19,Silvio Moser,Brabham-Ford,0,0
20,Mario Andretti,Lotus-Ford,0,0
21,John Love,Lotus-Ford,0,0
22,Basil van Rooyen,McLaren-Ford,0,0
