Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,30,3
2,Rubens Barrichello,Ferrari,9,0
3,Giancarlo Fisichella,Benetton,8,0
4,Mika Häkkinen,McLaren,6,0
5,Ralf Schumacher,Williams,6,0
6,Jacques Villeneuve,BAR,5,0
7,David Coulthard,McLaren,4,0
8,Heinz-Harald Frentzen,Jordan,4,0
9,Jarno Trulli,Jordan,3,0
10,Ricardo Zonta,BAR,1,0
11,Jenson Button,Williams,1,0
12,Mika Salo,Sauber,1,0
13,Alexander Wurz,Benetton,0,0
14,Jos Verstappen,Arrows,0,0
15,Eddie Irvine,Jaguar,0,0
16,Pedro de la Rosa,Arrows,0,0
17,Pedro Diniz,Sauber,0,0
18,Marc Gené,Minardi,0,0
19,Nick Heidfeld,Prost,0,0
20,Gastón Mazzacane,Minardi,0,0
21,Johnny Herbert,Jaguar,0,0
