position,number,driver,constructor,Q1,Q2,Q3
1,1,Mika Häkkinen,McLaren,1:24.714,,
2,3,Michael Schumacher,Ferrari,1:24.805,,
3,2,David Coulthard,McLaren,1:25.014,,
4,4,Rubens Barrichello,Ferrari,1:25.871,,
5,9,Ralf Schumacher,Williams,1:25.871,,
6,5,Heinz-Harald Frentzen,Jordan,1:25.892,,
7,7,Eddie Irvine,Jaguar,1:25.929,,
8,6,Jarno Trulli,Jordan,1:26.002,,
9,22,Jacques Villeneuve,BAR,1:26.124,,
10,16,Pedro Diniz,Sauber,1:26.238,,
11,12,Alexander Wurz,Benetton,1:26.281,,
12,17,Mika Salo,Sauber,1:26.336,,
13,18,Pedro de la Rosa,Arrows,1:26.349,,
14,23,Ricardo Zonta,BAR,1:26.814,,
15,14,Jean Alesi,Prost,1:26.824,,
16,19,Jos Verstappen,Arrows,1:26.845,,
17,8,Johnny Herbert,Jaguar,1:27.051,,
18,10,Jenson Button,Williams,1:27.135,,
19,11,Giancarlo Fisichella,Benetton,1:27.253,,
20,21,Gastón Mazzacane,Minardi,1:28.161,,
21,20,Marc Gené,Minardi,1:28.333,,
22,15,Nick Heidfeld,Prost,1:28.361,,
