position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:25.227,1:23.310,1:22.715
2,1,Sebastian Vettel,Red Bull,1:25.662,1:23.606,1:23.201
3,77,Valtteri Bottas,Williams,1:25.690,1:23.776,1:23.354
4,3,Daniel Ricciardo,Red Bull,1:25.495,1:23.676,1:23.391
5,14,Fernando Alonso,Ferrari,1:26.087,1:24.249,1:23.909
6,19,Felipe Massa,Williams,1:26.592,1:24.030,1:24.223
7,22,Jenson Button,McLaren,1:26.612,1:24.502,1:24.294
8,25,Jean-Éric Vergne,Toro Rosso,1:24.941,1:24.637,1:24.720
9,27,Nico Hülkenberg,Force India,1:26.149,1:24.647,1:24.775
10,20,Kevin Magnussen,McLaren,1:26.578,1:24.585,
11,26,Daniil Kvyat,Toro Rosso,1:25.361,1:24.706,
12,99,Adrian Sutil,Sauber,1:26.027,1:25.136,
13,11,Sergio Pérez,Force India,1:25.910,1:25.211,
14,21,Esteban Gutiérrez,Sauber,1:25.709,1:25.260,
15,8,Romain Grosjean,Lotus F1,1:26.136,1:25.337,
16,17,Jules Bianchi,Marussia,1:26.728,1:27.419,
17,7,Kimi Räikkönen,Ferrari,1:26.792,,
18,10,Kamui Kobayashi,Caterham,1:27.139,,
19,4,Max Chilton,Marussia,1:27.819,,
20,9,Marcus Ericsson,Caterham,1:28.643,,
21,44,Lewis Hamilton,Mercedes,,,
22,13,Pastor Maldonado,Lotus F1,,,
