Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Maserati,25,3
2,Sam Hanks,Epperly,8,1
3,Luigi Musso,Ferrari,7,0
4,Jim Rathmann,Epperly,7,0
5,Jean Behra,Maserati,6,0
6,Tony Brooks,Vanwall,6,0
7,Harry Schell,Maserati,5,0
8,Peter Collins,Ferrari,4,0
9,Carlos Menditeguy,Maserati,4,0
10,Jimmy Bryan,Kuzma,4,0
11,Masten Gregory,Maserati,4,0
12,Mike Hawthorn,Ferrari,3,0
13,Stuart Lewis-Evans,Connaught,3,0
14,Paul Russo,Kurtis Kraft,3,0
15,Maurice Trintignant,Ferrari,2,0
16,Andy Linden,Kurtis Kraft,2,0
17,Alfonso de Portago,Ferrari,1,0
18,José Froilán González,Ferrari,1,0
19,Stirling Moss,Maserati,1,0
20,Jack Brabham,Cooper,0,0
21,Wolfgang von Trips,Ferrari,0,0
22,Johnny Boyd,Kurtis Kraft,0,0
23,Cesare Perdisa,Ferrari,0,0
24,Jo Bonnier,Maserati,0,0
25,Mike MacDowel,Cooper,0,0
26,Marshall Teague,Kurtis Kraft,0,0
27,Pat O'Connor,Kurtis Kraft,0,0
28,Alessandro de Tomaso,Ferrari,0,0
29,Bob Veith,Phillips,0,0
30,Luigi Piotti,Maserati,0,0
